,pros,contras,rates,contras_en,pros_en
2873,"A emprese da muitas oportunidade de emprego e crescimento dentro dela, e a disponibilidade de horario é o maior ponto positivo","Desvalorizaçao do atendente, falta d etica, pressao psicologica, .autoritarismo dos supervisores e coordenadores por ter um cargo maior... dentre muitos outros","2,0","Devaluation of the attendant, lack of ethics, psychological pressure, authoritarianism of supervisors and coordinators for having a higher position... among many others","The company offers many opportunities for employment and growth within it, and the availability of hours is the biggest plus point"
2874,A empresa apresenta facilidade de crescimento,A gestão da empresa em questão de RH é horrível pois há uma desorganização em questão de entrega de documentos e benefícios para os funcionários,"2,0",The company's management in terms of HR is horrible because there is disorganization in terms of document delivery and employee benefits,The company is easy to grow
2875,"Plano de carreira 
sistemas de gestão ",pouco reconhecimento . Troca de gestão. Não continuadade,"2,0",little recognition. Management change. non-continuity,"Career path
management systems"
2876,Ar condicionado e fácil de chegar ,"Computadores quebrados e sujos,salário muito baixo e ticket  baixo,não existe valorização do empregado,agua é péssima.","2,0","Broken and dirty computers, very low salary and low ticket, there is no employee appreciation, water is terrible.",Air conditioned and easy to reach
2877,"Beneficios,plano de carreira,horário flexiveis 
",Salário muito baixo para a responsabilidade da função,"4,0",Salary too low for the responsibility of the job,"Benefits, career path, flexible hours"
2878,Oportunidade fácil de primeiro emprego e Baixa carga horária de trabalho.,"Possui equipamentos arcaicos, o salário é menor que o permitido da categoria, o sindicato concorda com normais absurdas e prejudicam a quem a quem ele deviam lutar a favor. A empresa tem metas impossíveis. Não vejo perspectiva e realidade no plano de carreira.","3,0","It has archaic equipment, the salary is lower than the category allowed, the union agrees with absurd norms and harms whom they should fight for. The company has impossible goals. I don't see perspective and reality in the career plan.",Easy first job opportunity and low workload.
2879,"salário no dia certo,baixo demais mas não atrasa ,sem discriminação racial ,social ,sexual.Oportunidade para todos .","mudança de horário,salário baixo ,folgas no meio da semana,não aceita atestado de filhos menores de idade,supervisores que leva tudo para o lado pessoal ,cadeiras quebradas ,banheiros muito sujos ,enfim tudo de ruim .","2,0","change of schedule, low salary, mid-week breaks, no certificate of underage children accepted, supervisors who take everything personally, broken chairs, very dirty bathrooms, in short, everything bad.","salary on the right day, too low but not late, without racial, social, sexual discrimination. Opportunity for all."
2880,Nunca atrasa p pagamento.e ha um ponto positivo,Não ha limpeza. e tudo errado.,"2,0",There is no cleaning. and all wrong.,Never delay payment. and there is a positive point
2881,"Pagamento do salário em dia, passagem","Não pode ir no banheiro, se não for no intervalo, muito facil perder a RV","2,0","You can't go to the bathroom, if it's not during the break, it's very easy to lose the VR","Salary payment on time, ticket"
2882,Pagamento em dia não atrasa sempre antecipa,"Na condição de trabalho, prédio antigo","3,0","In working condition, old building",Payment on time do not delay always anticipate
2883,"Pagamento em dia, ambiente social bacana e auxílios satisfatórios",cansaço mental às vezes ,"4,0",mental fatigue sometimes,"Pay on time, nice social environment and satisfactory aids"
2884,"Equipe ótima, relacionamento e trabalho em equipe. Muitas oportunidades de desenvolvimento.","o trabalho em equipe é natural, algo que não é estimulado, acontece devido à falta de organização, tecnologia arcaica e Gestores extremamente mal preparados, chegando a ocorrer situações bem complicadas nas relação funcionário X gestor. ","2,0","teamwork is natural, something that is not encouraged, it happens due to the lack of organization, archaic technology and extremely poorly prepared managers, with very complicated situations occurring in the employee X manager relationship.","Great team, relationship and teamwork. Many development opportunities."
2885,Não atrasa o salário. Horário flexível., Equiparação salarial. Maus gestores.,"3,0",Wage equality. Bad managers.,Do not delay salary. Flexible schedule.
2886,"Pagamento não atrasa, horário de trabalho( meio expediente)","Más condições(elevadores e ar condicionados não funcionam devidamente), Ticket alimentação muito baixo, pressão excessiva dos superiores, Salário baixo, metas absurdas estipuladas .","2,0","Poor conditions (elevators and air conditioning do not work properly), very low food ticket, excessive pressure from superiors, low salary, absurd goals stipulated.","Payment is not late, working hours (part-time)"
2887,Possibilidade de crescimento e desenvolvimento.,Favoritismo....muitas escolhas por coleguismo,"4,0",Favoritism....too many choices for collegiality,Possibility of growth and development.
2888,"Dependendo da área, você pode ter a sorte de trabalhar com ótimos gestores e um time que compartilha muitos ensinamentos e mão na massa.","Talvez por ser uma empresa tão grande,  é extremamente desorganizada por mais que tenham políticas. Há um excesso de chefes, os processos são muito longos, não há meritocracia (isso já é dito na primeira entrevista) e não há plano de carreira. Os objetivos da empresa não são claros e não há, pelo menos na matriz,  treinamento e cursos de atualização para os funcionários.","3,0","Maybe because it's such a big company, it's extremely disorganized no matter how many policies they have. There are too many bosses, processes are too long, there is no meritocracy (this is already mentioned in the first interview) and there is no career plan. The company's objectives are not clear and, at least at headquarters, there is no training or refresher courses for employees.","Depending on the area, you may be lucky enough to work with great managers and a team that shares a lot of knowledge and hands-on skills."
2889,Se você entrar muito difícil você sair desta! Não é tão ruim para quem está iniciando na faculdade.,"Baixo salário, a oportunidade de crescimento é fornecida mais para simpatizantes.","2,0","Low salary, opportunity for growth is provided more for well-wishers.",If you get in too hard you get out of this! Not so bad for someone starting college.
